%Averages and standard deviations in ng N2O-N/(m2s); n is number of 30 min periods.
%Totals and averages of the daily means
%Year,DOY,mean,stdev,n,
2019.000000,1.000000,-3.890407,12.862480,11.000000,
2019.000000,2.000000,-1.706741,10.982783,8.000000,
2019.000000,3.000000,4.283632,16.224520,11.000000,
2019.000000,4.000000,4.986273,6.294391,8.000000,
2019.000000,5.000000,3.637854,11.970592,9.000000,
2019.000000,6.000000,7.026430,16.636546,12.000000,
2019.000000,7.000000,0.818341,20.863156,10.000000,
2019.000000,8.000000,5.220297,11.606952,8.000000,
2019.000000,9.000000,2.232186,22.664607,12.000000,
2019.000000,10.000000,1.726440,20.851997,12.000000,
2019.000000,11.000000,6.023203,1.175689,5.000000,
2019.000000,12.000000,6.069543,17.468527,8.000000,
2019.000000,13.000000,0.410404,11.352421,9.000000,
2019.000000,14.000000,3.364880,10.519516,6.000000,
2019.000000,15.000000,0.409402,9.520179,11.000000,
2019.000000,16.000000,8.685192,15.718194,8.000000,
2019.000000,17.000000,0.067214,11.394729,6.000000,
2019.000000,18.000000,5.283042,9.770996,5.000000,
2019.000000,19.000000,3.173408,5.222991,6.000000,
2019.000000,20.000000,10.104818,14.379697,12.000000,
2019.000000,21.000000,-2.521370,8.903368,9.000000,
2019.000000,22.000000,6.187207,9.614361,6.000000,
2019.000000,23.000000,-2.506948,8.252687,10.000000,
2019.000000,24.000000,-5.421901,8.504020,10.000000,
2019.000000,25.000000,-1.335213,17.470272,11.000000,
2019.000000,26.000000,5.111878,6.802716,8.000000,
2019.000000,27.000000,11.617544,14.932766,3.000000,
2019.000000,28.000000,1.524385,13.315672,8.000000,
2019.000000,29.000000,5.017808,20.086060,12.000000,
2019.000000,30.000000,3.162297,7.480755,12.000000,
2019.000000,31.000000,2.286538,8.621285,12.000000,
2019.000000,32.000000,-0.657269,4.027914,3.000000,
2019.000000,33.000000,4.366380,7.598006,7.000000,
2019.000000,34.000000,2.427463,4.497607,9.000000,
2019.000000,35.000000,3.947745,7.881616,6.000000,
2019.000000,36.000000,-1.394881,10.002110,9.000000,
2019.000000,37.000000,0.287127,6.418983,10.000000,
2019.000000,38.000000,-1.320891,0.000000,1.000000,
2019.000000,39.000000,-3.266249,11.845556,10.000000,
2019.000000,40.000000,1.866372,8.184281,11.000000,
2019.000000,41.000000,-3.227853,5.134322,5.000000,
2019.000000,42.000000,-2.829638,6.333559,12.000000,
2019.000000,43.000000,9.419760,14.322913,8.000000,
2019.000000,44.000000,NaN,NaN,0.000000,
2019.000000,45.000000,1.819672,12.624074,11.000000,
2019.000000,46.000000,-0.434113,8.470199,11.000000,
2019.000000,47.000000,-4.496807,7.099290,10.000000,
2019.000000,48.000000,1.928020,9.063795,11.000000,
2019.000000,49.000000,4.269256,8.833346,9.000000,
2019.000000,50.000000,-4.737605,0.000000,1.000000,
2019.000000,51.000000,-5.296997,8.278518,9.000000,
2019.000000,52.000000,3.431254,6.499013,9.000000,
2019.000000,53.000000,4.247023,5.374720,2.000000,
2019.000000,54.000000,-5.994710,10.633316,11.000000,
2019.000000,55.000000,5.011269,11.320096,11.000000,
2019.000000,56.000000,13.049384,29.894943,6.000000,
2019.000000,57.000000,-1.700830,15.995819,9.000000,
2019.000000,58.000000,-4.682440,3.882332,9.000000,
2019.000000,59.000000,5.032801,1.865876,2.000000,
2019.000000,60.000000,0.156514,0.000000,1.000000,
2019.000000,61.000000,-6.918972,8.598727,8.000000,
2019.000000,62.000000,-3.456870,4.277745,8.000000,
2019.000000,63.000000,-0.285168,7.224492,7.000000,
2019.000000,64.000000,6.249582,6.798197,10.000000,
2019.000000,65.000000,4.417329,7.773804,8.000000,
2019.000000,66.000000,0.207790,10.384113,5.000000,
2019.000000,67.000000,-3.505194,3.414384,4.000000,
2019.000000,68.000000,-7.698669,5.310150,7.000000,
2019.000000,69.000000,0.426929,15.009246,10.000000,
2019.000000,70.000000,0.453303,7.762425,12.000000,
2019.000000,71.000000,-0.605139,7.054189,9.000000,
