elora2022
1	3	-4.2	0.07	4.17	1.32	90.19
2	-4.2	-15.9	0.23	4.94	3.78	81.88
3	-8	-18.6	0	2.2	4.96	84.5
4	0	-10.8	0	4.34	7.44	87.19
5	2	-9.2	0.07	7.84	2.53	84.81
6	-6.1	-10	0.01	5.7	4.15	87.19
7	-8.8	-17.7	0	3.6	5.97	85.38
8	-0.1	-22.3	0.04	3.59	6.03	83.75
9	1	-10.7	0.15	7.69	3.15	83.81
10	-10.7	-18.8	0.01	7.11	4.86	78.12
11	-3.3	-19.7	0	3.74	4.7	82.12
12	-0.5	-3.4	0	4.45	1.77	94.62
13	-0.1	-6.4	0.01	1.53	3.01	93.81
14	-3.6	-20.9	0	4.44	9.22	84.5
15	-13.6	-22.7	0	3.52	9.55	81.88
16	-4.7	-18	0.17	2.68	9.76	83.5
17	-4.7	-6.7	1.07	6.87	3.5	91.19
18	-3.4	-12.7	0.16	3.83	7.96	89.56
19	2	-12.4	0.01	7.27	4.87	86.75
20	-12.1	-22.8	0	3.35	8.35	90.06
21	-11.1	-26.6	0	1.58	10.46	90.38
22	-6.6	-22.4	0	5.62	5.44	91.44
23	-6.6	-24.3	0.01	3.27	8.82	85.44
24	-7.8	-19.1	0.27	2.87	6.18	93.88
25	-8.5	-17.6	0.02	3.79	9.69	87.38
26	-8.3	-21.3	0	3.01	9.77	84.44
27	-5.9	-16.6	0.03	6.41	5.46	90
28	-7.1	-23.6	0	4.02	11.71	91.12
29	-10	-27.3	0	2.45	11.78	86.12
30	-7.6	-15.6	0	1.88	8.59	88.88
31	-1.6	-11.3	0	2.06	10.06	88
32	4.2	-10	0	6.05	6.51	88.94
33	3.1	-5.8	1.6	3.48	2.8	94.12
34	-5.7	-12.1	0.04	6.12	2.93	87.88
35	-10.9	-17.3	0	3.73	10.01	86.44
36	-6.8	-20.4	0	2.35	12.71	86.69
37	-3.3	-11.3	0	5.71	10.58	89.19
38	-1.4	-8.1	0.02	3.9	7.48	95.19
39	-4	-13.1	0	3.2	9.48	90.25
40	2.9	-11.5	0	5.05	10.22	95.44
41	0.9	-3.3	0.04	5.28	7.78	90
42	1	-4	0.63	6.45	2.49	95.81
43	1.3	-18.9	0.03	5.22	11.22	86.75
44	-10.1	-20.2	0	1.89	9.52	82.44
45	-13.1	-22.9	0	2.44	14.32	86.56
46	-4.5	-17.4	0	3.22	12.22	81.81
47	6.8	-9.3	0.74	8.89	9.49	88.62
48	5.4	-7.3	3.74	6.89	5.27	87.5
49	-5.3	-12.9	0.08	6.7	11.8	79.25
