Year,DOY,P3_T_5,P3_T_25,P3_T_55,P3_T_85
2021,1,NA,NA,NA,NA
2021,1.0069444444444444,1.223,1.3495,NA,NA
2021,1.0138888888888888,1.239,1.35,NA,NA
2021,1.0208333333333333,1.205,1.3285,NA,NA
2021,1.0277777777777777,1.178,1.3135,NA,NA
2021,1.0347222222222223,1.179,1.307,NA,NA
2021,1.0416666666666667,1.151,1.293,NA,NA
2021,1.0486111111111112,1.147,1.286,NA,NA
2021,1.0555555555555556,1.15,1.2825,NA,NA
2021,1.0625,1.132,1.2715,NA,NA
2021,1.0694444444444444,1.101,1.2570000000000001,NA,NA
2021,1.0763888888888888,1.079,1.2455,NA,NA
2021,1.0833333333333333,1.086,1.2455,NA,NA
2021,1.0902777777777777,1.089,1.2455,NA,NA
2021,1.0972222222222223,1.08,1.2435,NA,NA
2021,1.1041666666666667,1.098,1.246,NA,NA
2021,1.1111111111111112,1.081,1.236,NA,NA
2021,1.1180555555555556,1.074,1.2325,NA,NA
2021,1.125,1.062,1.2265,NA,NA
2021,1.1319444444444444,1.055,1.2235,NA,NA
2021,1.1388888888888888,1.038,1.2205,NA,NA
2021,1.1458333333333333,1.064,1.229,NA,NA
2021,1.1527777777777777,1.079,1.232,NA,NA
2021,1.1597222222222223,1.077,1.2285,NA,NA
2021,1.1666666666666667,1.056,1.2185000000000001,NA,NA
2021,1.1736111111111112,1.045,1.2165,NA,NA
2021,1.1805555555555556,1.024,1.2069999999999999,NA,NA
2021,1.1875,1.023,1.209,NA,NA
2021,1.1944444444444444,1.026,1.2109999999999999,NA,NA
2021,1.2013888888888888,1.033,1.2135,NA,NA
2021,1.2083333333333333,1.023,1.2115,NA,NA
2021,1.2152777777777777,1.049,1.22,NA,NA
2021,1.2222222222222223,1.047,1.218,NA,NA
2021,1.2291666666666667,1.047,1.216,NA,NA
2021,1.2361111111111112,1.034,1.2135,NA,NA
2021,1.2430555555555556,1.04,1.214,NA,NA
2021,1.25,1.018,1.2055,NA,NA
2021,1.2569444444444444,1.024,1.206,NA,NA
2021,1.2638888888888888,1.019,1.2080000000000002,NA,NA
2021,1.2708333333333333,1.012,1.2055,NA,NA
2021,1.2777777777777777,1.008,1.205,NA,NA
2021,1.2847222222222223,0.983,1.1955,NA,NA
2021,1.2916666666666667,0.972,1.1915,NA,NA
2021,1.2986111111111112,0.948,1.1855,NA,NA
2021,1.3055555555555556,0.927,1.1800000000000002,NA,NA
2021,1.3125,0.928,1.182,NA,NA
2021,1.3194444444444444,0.928,1.1835,NA,NA
2021,1.3263888888888888,0.95,1.1960000000000002,NA,NA
2021,1.3333333333333333,0.962,1.2045,NA,NA
2021,1.3402777777777777,0.963,1.2109999999999999,NA,NA
2021,1.3472222222222223,0.937,1.2029999999999998,NA,NA
2021,1.3541666666666665,0.909,1.1949999999999998,NA,NA
2021,1.3611111111111112,0.927,1.206,NA,NA
2021,1.3680555555555556,0.929,1.214,NA,NA
2021,1.375,0.937,1.2235,NA,NA
2021,1.3819444444444444,0.946,1.234,NA,NA
2021,1.3888888888888888,0.954,1.242,NA,NA
2021,1.3958333333333333,0.974,1.256,NA,NA
2021,1.4027777777777777,0.99,1.27,NA,NA
2021,1.4097222222222223,1.004,1.2805,NA,NA
2021,1.4166666666666667,1.016,1.2915,NA,NA
2021,1.4236111111111112,1.025,1.2999999999999998,NA,NA
2021,1.4305555555555556,1.031,1.305,NA,NA
2021,1.4375,1.034,1.311,NA,NA
2021,1.4444444444444444,1.037,1.3175,NA,NA
2021,1.4513888888888888,1.038,1.3225,NA,NA
2021,1.4583333333333333,1.031,1.3235000000000001,NA,NA
2021,1.4652777777777777,1.028,1.323,NA,NA
2021,1.4722222222222223,1.019,1.3195000000000001,NA,NA
2021,1.4791666666666665,1.018,1.32,NA,NA
2021,1.4861111111111112,1.024,1.3265,NA,NA
2021,1.4930555555555556,1.03,1.3325,NA,NA
2021,1.5,1.034,1.339,NA,NA
2021,1.5069444444444444,1.046,1.3535,NA,NA
2021,1.5138888888888888,1.046,1.3584999999999998,NA,NA
2021,1.5208333333333335,1.071,1.3715,NA,NA
2021,1.5277777777777777,1.101,1.3845,NA,NA
2021,1.5347222222222223,1.115,1.391,NA,NA
2021,1.5416666666666665,1.116,1.3935,NA,NA
2021,1.5486111111111112,1.114,1.3915000000000002,NA,NA
2021,1.5555555555555554,1.109,1.391,NA,NA
2021,1.5625,1.116,1.397,NA,NA
2021,1.5694444444444444,1.118,1.395,NA,NA
2021,1.5763888888888888,1.116,1.3935,NA,NA
2021,1.5833333333333335,1.118,1.395,NA,NA
2021,1.5902777777777777,1.119,1.397,NA,NA
2021,1.5972222222222223,1.123,1.4005,NA,NA
2021,1.6041666666666667,1.124,1.3995,NA,NA
2021,1.6111111111111112,1.122,1.399,NA,NA
2021,1.6180555555555556,1.122,1.399,NA,NA
2021,1.625,1.117,1.3980000000000001,NA,NA
2021,1.6319444444444444,1.12,1.3975,NA,NA
2021,1.6388888888888888,1.118,1.3980000000000001,NA,NA
2021,1.6458333333333335,1.117,1.3975,NA,NA
2021,1.6527777777777777,1.12,1.3985,NA,NA
2021,1.6597222222222223,1.119,1.3975,NA,NA
2021,1.6666666666666665,1.119,1.3965,NA,NA
2021,1.6736111111111112,1.119,1.3965,NA,NA
2021,1.6805555555555554,1.118,1.396,NA,NA
2021,1.6875,1.118,1.3955,NA,NA
2021,1.6944444444444444,1.123,1.397,NA,NA
2021,1.7013888888888888,1.133,1.4,NA,NA
2021,1.7083333333333335,1.136,1.3975,NA,NA
2021,1.7152777777777777,1.132,1.397,NA,NA
2021,1.7222222222222223,1.128,1.396,NA,NA
2021,1.7291666666666667,1.126,1.3945,NA,NA
2021,1.7361111111111112,1.125,1.3940000000000001,NA,NA
2021,1.7430555555555556,1.123,1.3925,NA,NA
2021,1.75,1.123,1.3915,NA,NA
2021,1.7569444444444444,1.123,1.3905,NA,NA
2021,1.7638888888888888,1.12,1.389,NA,NA
2021,1.7708333333333335,1.124,1.3905,NA,NA
