elora1986							
1	-7.4	-9.2	0.34	4.5	5.54	85.04	
2	-1.5	-13.5	0	1.98	4.25	97.68	
3	-2.1	-6	0	2.96	3.71	100	
4	-5.6	-10	0	2.92	4	96.13	
5	-5.4	-9.4	0.69	5.97	4.28	89.14	
6	-8.8	-11.8	0.1	6.13	4.68	82.06	
7	-13	-21	0	3.1	5.11	84.42	
8	-8.6	-19.4	0	4.13	4.07	87.63	
9	0	-11.9	0	9.36	7.2	85.08	
10	-0.7	-4.8	0	4.65	5.11	91.49	
11	1	-6.5	0	5.15	5.76	94.26	
12	1.5	-1.2	0.2	8	6.95	91.98	
13	-13.1	-14.4	0	5.18	7.31	85.91	
14	-12	-19.2	0.29	2.14	5.26	78.36	
15	-6.2	-27.4	0	2.76	5	88.06	
16	3.9	-10.8	0	2.54	5.22	95.8	
17	4.6	-8.4	0.2	6.38	7.85	97.18	
18	4.5	0.3	0	4.55	3.24	100	
19	3.4	1.9	0.52	3.1	3.92	98.95	
20	-1.6	-3.1	0	7.56	7.74	87.76	
21	2.4	-6.4	0	4	7.06	86.18	
22	1.3	-3.3	0	7.28	4.9	87.71	
23	-5.8	-12.7	0	1.66	8.21	72.44	
24	-2.8	-11.9	0.1	3.59	7.02	78.53	
25	1.1	-5.6	0.2	7.38	3.96	91.06	
26	-4.4	-5.6	0.1	2.85	7.56	84.24	
27	-16	-17.6	0	7.45	7.45	78.28	
28	-12.9	-18	0.51	6.99	8.42	70.73	
29	-7.4	-16	0	1.97	7.52	80.84	
30	-6.4	-12.6	0	4.19	7.6	80.54	
31	-5.1	-8.3	0	4.04	7.7	80.63	
32	0.3	-13	0	3.88	4.32	96.34	
33	-2.9	-5.5	0	3.44	11.12	89.88	
34	-1.2	-3.6	0	2.42	10.22	90.56	
35	0.7	-4.8	0.98	5.4	5.51	94.05	
36	-0.1	-1.6	0	3.14	8.21	91.71	
37	-9.6	-13.5	0	7.51	12.13	74.87	
38	-8.1	-11.9	0	7.99	4.46	84.29	
39	-5.5	-10	0	1.62	7.42	87.23	
40	-2.9	-7.6	0	3.28	7.92	87.33	
41	-8.7	-16.5	0	3.37	9.18	81.13	
42	-8.5	-20.3	0	2.37	11.27	81.82	
43	-8.8	-18.4	0	3.71	10.87	82.68	
44	-9.5	-15.6	0.28	5.97	4.54	81.34	
45	-6.4	-13.4	0	4.07	7.38	87.87	
46	-7.9	-18.4	0	4.36	9.29	82.87	
47	-3.2	-14.5	0	3.1	6.34	87.34	
48	-2	-6.6	0	2.62	7.78	96.27	
49	1	-3.5	0.04	1.5	8.42	99.49	
50	3.6	0.1	0.12	1.29	9.76	97.11	
51	0.8	0.3	0.06	1.57	4.75	97.42	
52	-6.5	-9	0	5.91	10.66	88.88	
53	-5.5	-15.4	0	4.06	9.47	86.75	
54	-3	-8.7	0	4.62	9.65	85.25	
55	-3.4	-7	0	2.6	11.66	80.06	
56	-8.7	-14.3	0	3.75	16.56	75.54	
57	-7.6	-15.9	0	2.41	10.04	76.53	
58	-10	-16.7	0	4.59	16.99	69.52	
59	-6	-12	0	4.17	8.68	77.5	
60	-4.5	-16.4	0	3.87	15.73	83.31	
61	-1.3	-11.5	0	2.57	11.7	91.33	
62	2.8	-5.9	0.22	0.76	12.6	87.09	
63	1.3	-2.7	0	1.98	8.93	88.08	
64	-1.1	-4.4	0	2.33	14.94	83.31	
65	-4.4	-6.6	0.92	5.72	9.72	89.79	
66	-14	-17.9	0	9.06	17.24	68.42	
67	-6.1	-22.9	0	3.63	15.3	73.94	
68	0.9	-10.4	0	2.26	4.9	95.46	
69	7.9	-3	0.7	6.6	6.84	100	
70	-0.3	-4.3	0	5.89	16.99	81.02	
71	0	-6.1	0	4.69	10.62	86.07	
72	0.8	-1.7	0	3.71	4.36	98.8	
73	3.4	0.3	0	1.82	10.73	99.33	
74	1.4	-0.2	2.97	4.29	11.81	88.26	
75	0.6	-0.7	0	3.21	7.16	84.65	
76	4	-4.8	0	1.87	14.51	83.78	
77	9	-3.1	0	3.38	12.17	88.45	
78	11.3	-3.4	1.12	9.29	5.54	93.04	
79	-10.6	-16.3	0	5.56	19.48	62.19	
80	-2.4	-14.3	0	3.73	16.49	67.55	
81	4	-7.3	0	5	16.99	78.06	
82	9.1	-0.7	0	6.72	18.68	79.22	
83	2.8	-6.9	0	3.35	21.53	67.36	
84	16.3	-1.6	0	5.73	17.71	82.18	
