Year,DOY,P1_VWC_5,P1_VWC_25,P1_VWC_55,P1_VWC_85
2019,1.0069444444444444,0.35132402,0.36839408000000023,NaN,NaN
2019,1.0138888888888888,0.3509760199999999,0.36839408000000023,NaN,NaN
2019,1.0208333333333333,0.35045432000000015,0.3685720200000003,NaN,NaN
2019,1.0277777777777777,0.35028050000000016,0.3685720200000003,NaN,NaN
2019,1.0347222222222223,0.35028050000000016,0.3685720200000003,NaN,NaN
2019,1.0416666666666667,0.3506281800000001,0.3685720200000003,NaN,NaN
2019,1.0486111111111112,0.3506281800000001,0.3685720200000003,NaN,NaN
2019,1.0555555555555556,0.35080207999999996,0.3687500000000002,NaN,NaN
2019,1.0625,0.35080207999999996,0.36892801999999997,NaN,NaN
2019,1.0694444444444444,0.3509760199999999,0.36892801999999997,NaN,NaN
2019,1.0763888888888888,0.35115000000000013,0.36892801999999997,NaN,NaN
2019,1.0833333333333333,0.35115000000000013,0.36892801999999997,NaN,NaN
2019,1.0902777777777777,0.35115000000000013,0.36892801999999997,NaN,NaN
2019,1.0972222222222223,0.3509760199999999,0.3691060800000003,NaN,NaN
2019,1.1041666666666667,0.35080207999999996,0.36928418000000013,NaN,NaN
2019,1.1111111111111112,0.3506281800000001,0.36928418000000013,NaN,NaN
2019,1.1180555555555556,0.35028050000000016,0.36928418000000013,NaN,NaN
2019,1.125,0.35028050000000016,0.36928418000000013,NaN,NaN
2019,1.1319444444444444,0.3501067199999999,0.36928418000000013,NaN,NaN
2019,1.1388888888888888,0.3501067199999999,0.36928418000000013,NaN,NaN
2019,1.1458333333333333,0.3499329800000002,0.36928418000000013,NaN,NaN
2019,1.1527777777777777,0.34975928000000017,0.36928418000000013,NaN,NaN
2019,1.1597222222222223,0.3492384200000001,0.36928418000000013,NaN,NaN
2019,1.1666666666666667,0.34906487999999997,0.36946232000000007,NaN,NaN
2019,1.1736111111111112,0.34871792000000007,0.36946232000000007,NaN,NaN
2019,1.1805555555555556,0.3485445000000001,0.36946232000000007,NaN,NaN
2019,1.1875,0.3483711200000001,0.36946232000000007,NaN,NaN
2019,1.1944444444444444,0.34819778000000007,0.36946232000000007,NaN,NaN
2019,1.2013888888888888,0.3480244799999999,0.36946232000000007,NaN,NaN
2019,1.2083333333333333,0.34785122000000007,0.3696405000000003,NaN,NaN
2019,1.2152777777777777,0.34750482,0.3696405000000003,NaN,NaN
2019,1.2222222222222223,0.34750482,0.3696405000000003,NaN,NaN
2019,1.2291666666666667,0.3473316800000002,0.3696405000000003,NaN,NaN
2019,1.2361111111111112,0.3469855200000002,0.3696405000000003,NaN,NaN
2019,1.2430555555555556,0.34681250000000013,0.3696405000000003,NaN,NaN
2019,1.25,0.34629368,0.3696405000000003,NaN,NaN
2019,1.2569444444444444,0.3459480000000001,0.3696405000000003,NaN,NaN
2019,1.2638888888888888,0.3457752200000001,0.3694623200000003,NaN,NaN
2019,1.2708333333333333,0.3454297800000002,0.3694623200000003,NaN,NaN
2019,1.2777777777777777,0.3452571199999999,0.3694623200000003,NaN,NaN
2019,1.2847222222222223,0.3449119200000001,0.3694623200000003,NaN,NaN
